,users,degree
4605,21239611,205.0
4606,4277398632,4569.0
4607,3841978409,3.0
4608,214284005,1393.0
4609,1264211047,79.0
4610,3396238593,472.0
4611,4216987816,29.0
4612,4129946673,191.0
4613,932381684,88.0
4614,2951708283,9.0
4615,4277123981,113.0
4616,4264929107,75.0
4617,4258973723,138.0
4618,3056364958,196.0
4619,456268064,105.0
4620,4277567374,230.0
4621,4230132677,173.0
4622,302807405,1.0
4623,1239760086,317.0
4624,4277167347,3.0
4625,2763468755,68.0
4626,1975808954,200.0
4627,160619299,87.0
4628,3634187175,96.0
4629,62502970,147.0
4630,400350614,284.0
4631,4208604675,196.0
4632,2476681819,248.0
4633,4118506221,114.0
4634,4257113663,48.0
4635,3369917439,35.0
4636,4274751975,775.0
4637,184341532,806.0
4638,2536552960,159.0
4639,3365426511,63.0
4640,4186059563,174.0
4641,224549837,58.0
4642,4143626832,2254.0
4643,4259510236,169.0
4644,4193540175,66.0
4645,560354809,44.0
4646,3355179837,8.0
4647,2261967507,112.0
4648,60419447,837.0
4649,3537340335,60.0
4650,2768817185,139.0
4651,4227338997,160.0
4652,2564201940,190.0
4653,3374937353,503.0
4654,3460402817,956.0
4655,3325119039,5770.0
4656,3433830916,460.0
4657,4017561736,6.0
4658,252803399,34.0
4659,1956366114,381.0
4660,4184774435,9.0
4661,65121231,399.0
4662,4257863063,43.0
4663,3327040307,461.0
4664,2947437141,3.0
4665,4258561635,89.0
4666,2938412799,20.0
4667,1083670357,378.0
4668,286696064,30.0
4669,2563867761,165.0
4670,4252434088,8.0
4671,143878289,112.0
4672,20499131,213.0
4673,3001529859,82.0
4674,4115049743,814.0
4675,129584624,406.0
4676,3577268663,2184.0
4677,3244647023,249.0
4678,621998458,775.0
4679,880895996,69.0
4680,4257398500,33.0
4681,2695967360,11.0
4682,1001241134,158.0
4683,819715430,3126.0
4684,3087070259,126.0
4685,2318141386,425.0
4686,3432176537,2.0
4687,4264001236,13.0
4688,48022199,987.0
4689,3243142197,715.0
4690,4288945626,142.0
4691,326809460,10.0
4692,59402677,3174.0
4693,593664840,5.0
4694,351538783,49.0
4695,4262792602,970.0
4696,4256777841,25.0
4697,3964068689,4432.0
4698,2753894741,86.0
4699,195059276,83.0
4700,56632579,89.0
4701,2458313530,98.0
4702,190197533,72.0
4703,3129629557,72.0
4704,544647124,2324.0
4705,4186247296,19.0
4706,4211631753,58.0
4707,891790338,91.0
4708,2369638204,233.0
4709,2570412575,266.0
4710,2570416996,497.0
4711,108035193,220.0
4712,2310041488,654.0
4713,4193575510,57.0
4714,1891110679,101.0
4715,748920944,624.0
4716,2442604725,13.0
4717,3892527088,43.0
4718,4241727676,211.0
4719,4154744908,222.0
4720,1880204684,45.0
4721,4241115705,261.0
4722,3058596607,116.0
4723,4183785135,598.0
4724,4156467910,4.0
4725,4257425439,170.0
4726,613717833,50.0
4727,4185912916,18.0
4728,3374269037,49.0
4729,3384189225,224.0
4730,4053743475,125.0
4731,2990466279,34.0
4732,1274338393,447.0
4733,3231591069,78.0
4734,362687586,1413.0
4735,3993118647,253.0
4736,2691483520,27.0
4737,4237481565,224.0
4738,4238336201,99.0
4739,2315822120,19.0
4740,879728166,83.0
4741,2531719865,51.0
4742,3387418875,44.0
4743,3158146293,76.0
4744,3850141289,303.0
4745,4220045237,389.0
4746,4200393681,277.0
4747,736932655,783.0
4748,3043145171,44.0
4749,3908366063,123.0
4750,3433970770,1040.0
4751,474738444,3552.0
4752,428608056,400.0
4753,70349656,207.0
4754,3122643483,4684.0
4755,2245394506,158.0
4756,3421590405,268.0
4757,4236199307,435.0
4758,1288812109,60.0
4759,99229960,184.0
4760,3422694964,115.0
4761,3988482569,919.0
4762,4242613588,28.0
4763,31448302,1703.0
4764,3065730441,182.0
4765,4250264363,110.0
4766,525617924,404.0
4767,2656580413,840.0
4768,3296842366,64.0
4769,3601492036,745.0
4770,3385964836,28.0
4771,4210079517,31.0
4772,3742252097,61.0
4773,2995441827,421.0
4774,4203525837,105.0
4775,1448377428,65.0
4776,3121240197,262.0
4777,1904369406,4849.0
4778,3929724244,55.0
4779,252187260,176.0
4780,265380955,24.0
4781,3293075637,171.0
4782,4242591137,2954.0
4783,4031923823,43.0
4784,3903134845,28.0
4785,4233952361,2592.0
4786,3134710745,25.0
4787,4244075932,399.0
4788,4244723849,176.0
4789,2881239277,132.0
4790,4156889777,12.0
4791,818305219,580.0
4792,2270867253,28.0
4793,500972756,438.0
4794,4236198448,70.0
4795,1187166530,454.0
4796,3818390475,39.0
4797,4142605174,22.0
4798,4228303528,150.0
4799,4240528997,87.0
4800,3312511649,248.0
4801,3118614357,23.0
4802,225892674,76.0
4803,2860247983,5.0
4804,3862238422,23.0
4805,494070672,505.0
4806,939188346,71.0
4807,1015434607,265.0
4808,4227908085,164.0
4809,2535388095,23.0
4810,3426397042,43.0
4811,4193258133,25.0
4812,4203933407,50.0
4813,3449989335,7382.0
4814,4229730982,184.0
4815,19069188,131.0
4816,92716048,50.0
4817,485866375,36.0
4818,3100430992,37.0
4819,3748065676,4.0
4820,2446422035,43.0
4821,41574459,144.0
4822,401892270,3188.0
4823,264324722,72.0
4824,4203809603,22.0
4825,99080753,52.0
4826,77838960,75.0
4827,4180977957,45.0
4828,3298980903,156.0
4829,601296324,121.0
4830,3418676175,56.0
4831,3964141420,136.0
4832,497185495,593.0
4833,4207910482,84.0
4834,3361303545,80.0
4835,3313304161,4750.0
4836,328141774,816.0
4837,1255029678,124.0
4838,4219720235,315.0
4839,4234554298,259.0
4840,35533605,480.0
4841,463632147,313.0
4842,4235071282,113.0
4843,4182204557,75.0
4844,3217279305,774.0
4845,4220782475,243.0
4846,575511576,57.0
4847,3619254856,63.0
4848,3306613684,1094.0
4849,4225291512,182.0
4850,874298209,499.0
4851,4181103568,25.0
4852,1109811745,226.0
4853,4172025413,41.0
4854,3418550421,28.0
4855,1108521997,227.0
4856,3111299524,236.0
4857,4183224023,160.0
4858,1034548897,69.0
4859,2190200538,529.0
4860,4219979123,452.0
4861,4085139143,253.0
4862,4186168073,3.0
4863,261590493,2.0
4864,2158610833,22.0
4865,492183958,22.0
4866,3130969301,138.0
4867,3826680263,13.0
4868,2719677315,88.0
4869,236747363,242.0
4870,4203701699,123.0
4871,3422912776,63.0
4872,2339791737,306.0
4873,4170701194,26.0
4874,550353225,13.0
4875,298190171,1275.0
4876,4201397175,124.0
4877,3958631350,52.0
4878,3302013916,3.0
4879,1387120334,61.0
4880,64988748,72.0
4881,1161139052,628.0
4882,242037697,74.0
4883,302880903,820.0
4884,236996784,301.0
4885,2889065331,68.0
4886,4204318468,19.0
4887,601587873,89.0
4888,4110797661,54.0
4889,3812200156,887.0
4890,252189651,9.0
4891,4140005002,594.0
4892,3987920998,921.0
4893,147678682,1222.0
4894,3909491308,75.0
4895,4202344167,56.0
4896,1872316716,46.0
4897,3241979889,55.0
4898,4181385285,116.0
4899,25037186,20.0
4900,867011400,64.0
4901,2728741343,5.0
4902,4202960651,71.0
4903,106442915,213.0
4904,2594591174,114.0
4905,4226651295,264.0
4906,3826387817,43.0
4907,404046528,973.0
4908,2884511360,23.0
4909,18668812,752.0
4910,3051485426,185.0
4911,2654219020,118.0
4912,2948089281,3105.0
4913,3254677887,31.0
4914,3465211576,43.0
4915,480746719,1613.0
4916,4221980776,22.0
4917,808465896,46.0
4918,4196178141,265.0
4919,2231629512,60.0
4920,2194141527,75.0
4921,4220632162,494.0
4922,147722808,98.0
4923,4220339451,13.0
4924,4173965021,331.0
4925,4164635176,203.0
4926,3372244905,60.0
4927,201639864,213.0
4928,536525375,5.0
4929,155704799,859.0
4930,15530921,1110.0
4931,772328112,1625.0
4932,357667212,211.0
4933,1669888117,21.0
4934,2945115172,88.0
4935,243697130,133.0
4936,4105881027,69.0
4937,4153929801,73.0
4938,62883651,82.0
4939,4195283674,20.0
4940,4189328830,175.0
4941,393619260,12.0
4942,3527853137,15.0
4943,4194492095,116.0
4944,331715764,28.0
4945,1944944378,2028.0
4946,4194830315,40.0
4947,446076391,21.0
4948,3803197173,900.0
4949,188886989,50.0
4950,3007915301,40.0
4951,3458016022,14.0
4952,2868437661,137.0
4953,3254797833,326.0
4954,4212510941,13.0
4955,4201732947,105.0
4956,146150062,2265.0
4957,385295648,938.0
4958,4208900849,245.0
4959,3570026740,64.0
4960,4180404441,105.0
4961,2840570620,1030.0
4962,915371587,7.0
4963,213679940,1476.0
4964,111848536,28.0
4965,446388009,333.0
4966,2944897917,64.0
4967,62414640,80.0
4968,4199320947,115.0
4969,986530926,230.0
4970,3131089065,3424.0
4971,3302822194,69.0
4972,238698836,229.0
4973,710488050,85.0
4974,550470431,167.0
4975,215203987,1035.0
4976,4228241713,36.0
4977,51049625,116.0
4978,3040914215,123.0
4979,4187992882,33.0
4980,4203838846,57.0
4981,4204078589,324.0
4982,4166251637,179.0
4983,4188392710,178.0
4984,342575213,78.0
4985,2961875877,159.0
4986,4202503113,40.0
4987,3296667939,84.0
4988,6284972,5295.0
4989,4204779940,1093.0
4990,1260718100,1421.0
4991,95640149,6.0
4992,4195323088,76.0
4993,199321600,202.0
4994,4187645703,41.0
4995,4188305596,31.0
4996,2508081535,35.0
4997,2894533107,64.0
4998,4195295416,96.0
4999,4155744328,360.0
5000,3231721041,284.0
5001,1732809157,4606.0
5002,329111238,91.0
5003,972301345,312.0
5004,2884832876,177.0
5005,2698904954,23.0
5006,1111402364,175.0
5007,4176707116,17.0
5008,3588526276,476.0
5009,3027450983,126.0
5010,3566091976,29.0
5011,41290411,33.0
5012,4057807517,182.0
5013,3173783235,183.0
5014,54218863,250.0
5015,2321177296,250.0
5016,3085862064,139.0
5017,2595931773,91.0
5018,1015165058,50.0
5019,4195703776,84.0
5020,1473013296,196.0
5021,3137748295,140.0
5022,515454553,535.0
5023,3033138173,62.0
5024,4025068036,250.0
5025,4002056835,578.0
5026,467521745,104.0
5027,2906436255,427.0
5028,4159567593,9.0
5029,158868081,47.0
5030,3136595644,147.0
5031,1273157174,11.0
5032,4121766675,771.0
5033,4029773836,64.0
5034,4202520327,161.0
5035,4195168181,60.0
5036,4129647328,8.0
5037,3524240363,815.0
5038,3034368094,141.0
5039,4189297589,2173.0
5040,3435459917,345.0
5041,3361862769,161.0
5042,1224299328,32.0
5043,623746873,178.0
5044,3311856143,251.0
5045,4143005201,147.0
5046,4201528636,110.0
5047,2830733188,217.0
5048,3243532426,724.0
5049,3760397956,125.0
5050,804773071,28.0
5051,4090006097,131.0
5052,3567571348,106.0
5053,4185174269,267.0
5054,2274796098,113.0
5055,866220744,1626.0
5056,42719291,200.0
5057,4188702028,47.0
5058,4171913074,253.0
5059,3364957511,166.0
5060,3043504217,95.0
5061,3033106827,4.0
5062,3006479061,478.0
5063,2972103333,599.0
5064,153143208,67.0
5065,238627861,249.0
5066,3426054941,64.0
5067,2613982462,1579.0
5068,3359595454,335.0
5069,3413092864,52.0
5070,3346064063,145.0
5071,3038765385,79.0
5072,4047653081,194.0
5073,1519511996,39.0
5074,1677792115,17.0
5075,971720660,60.0
5076,3233935305,82.0
5077,2954608725,95.0
5078,4185495083,39.0
5079,4194727787,891.0
5080,2406768266,217.0
5081,831477768,266.0
5082,4182004215,231.0
5083,91132926,440.0
5084,4187172689,195.0
5085,4188012023,120.0
5086,1404780506,176.0
5087,4184272661,661.0
5088,4159982483,157.0
5089,4186800383,96.0
5090,4184555493,2.0
5091,4192682259,134.0
5092,268218446,49.0
5093,383430846,1392.0
5094,488126243,359.0
5095,4096012402,61.0
5096,489942679,1877.0
5097,4194238883,65.0
5098,4157885517,878.0
5099,2897317079,175.0
5100,1015682545,347.0
5101,4193913677,72.0
5102,2336493280,345.0
5103,2861320522,259.0
5104,3408554649,191.0
5105,4193831902,29.0
5106,4162005135,271.0
5107,3200571688,65.0
5108,802317013,130.0
5109,4182836541,45.0
5110,3792795195,65.0
5111,4095384555,154.0
5112,3360495699,7.0
5113,4190450302,229.0
5114,376932421,120.0
5115,1149186090,20.0
5116,4039605142,95.0
5117,4069696007,3413.0
5118,4172351853,48.0
5119,4103666542,173.0
5120,49032608,345.0
5121,3404884828,180.0
5122,850009674,135.0
5123,1007547752,60.0
5124,3308127067,85.0
5125,275738368,239.0
5126,4141782472,150.0
5127,4134698717,224.0
5128,4129658068,95.0
5129,1283039282,445.0
5130,3913006396,427.0
5131,40870889,597.0
5132,622176502,31.0
5133,1039226478,23.0
5134,2912585656,65.0
5135,4179479794,59.0
5136,4180164975,106.0
5137,4181352213,11.0
5138,4186180517,80.0
5139,2729084824,200.0
5140,4179553996,206.0
5141,4145893575,41.0
5142,4150894551,62.0
5143,1419998570,200.0
5144,3957986597,287.0
5145,1911173755,22.0
5146,3426622353,523.0
5147,3988835140,78.0
5148,2894667615,139.0
5149,3338423603,89.0
5150,4181230355,417.0
5151,4142679015,131.0
5152,1244808956,218.0
5153,2653551244,305.0
5154,3246609934,133.0
5155,1898359609,187.0
5156,3394571387,67.0
5157,97759867,74.0
5158,2293998233,156.0
5159,91799539,111.0
5160,469201687,843.0
5161,74426515,437.0
5162,4027284435,92.0
5163,441181744,569.0
5164,2715904444,234.0
5165,560927511,35.0
5166,195838737,11.0
5167,601730563,1940.0
5168,476810918,18.0
5169,4181886981,13.0
5170,336040656,545.0
5171,4144692917,113.0
5172,3425875445,40.0
5173,259715339,148.0
5174,2706556426,1984.0
5175,1422989690,15.0
5176,3920528560,277.0
5177,4179236530,4816.0
5178,4099745668,185.0
5179,1593785390,1110.0
5180,4154591116,7.0
5181,3062207775,29.0
5182,4149329200,209.0
5183,503753742,214.0
5184,4170984017,184.0
5185,4162970601,199.0
5186,4163780350,18.0
5187,529798169,4963.0
5188,4224260954,249.0
5189,4171894984,357.0
5190,4171186763,52.0
5191,4054454638,562.0
5192,3153867994,128.0
5193,3334065946,180.0
5194,4097240063,147.0
5195,282545026,105.0
5196,2590167060,4294.0
5197,3095714515,449.0
5198,4158606473,318.0
5199,2760370937,4.0
5200,4158142509,1559.0
5201,53032839,278.0
5202,511296961,56.0
5203,1093216920,308.0
5204,3126760331,664.0
5205,305110829,160.0
5206,4164080177,40.0
5207,4164699742,152.0
5208,3829061296,195.0
5209,3645896117,33.0
5210,4173071559,25.0
5211,3040432900,939.0
5212,4164257475,85.0
5213,447449816,447.0
5214,457707014,173.0
5215,3434292207,4.0
5216,2455792294,868.0
5217,4026575957,68.0
5218,461843789,116.0
5219,2309765054,363.0
5220,4158937223,138.0
5221,4154178555,163.0
5222,4160961556,235.0
5223,1356949238,221.0
5224,4155267975,182.0
5225,98716949,409.0
5226,3377095799,7.0
5227,4137212728,47.0
5228,2176217141,307.0
5229,4156347616,330.0
5230,4121417302,186.0
5231,3145853711,264.0
5232,4149958899,119.0
5233,4158110236,21.0
5234,3189443463,188.0
5235,2375764716,106.0
5236,3132994442,601.0
5237,4150081876,207.0
5238,2187706768,590.0
5239,4151897075,611.0
5240,1554208356,28.0
5241,243625773,312.0
5242,4150147696,205.0
5243,2433673471,81.0
5244,2342047407,689.0
5245,2661971707,323.0
5246,4096868848,289.0
5247,1140700117,50.0
5248,1020283903,1940.0
5249,4052893834,253.0
5250,3247449923,2585.0
5251,3336266619,130.0
5252,3806996428,118.0
5253,2777682514,309.0
5254,33844421,369.0
5255,580993471,231.0
5256,3432942575,238.0
5257,3385553789,196.0
5258,2351412346,70.0
5259,3430541212,67.0
5260,4082730555,47.0
5261,1385303052,223.0
5262,4125237251,34.0
5263,3407894614,60.0
5264,95907874,166.0
5265,2764377305,96.0
5266,253996801,1048.0
5267,4149135133,132.0
5268,1435765759,129.0
5269,4150905323,252.0
5270,2172449435,35.0
5271,930361596,42.0
5272,4158316709,36.0
5273,4143183489,184.0
5274,4015637315,86.0
5275,3469465637,26.0
5276,4069184595,116.0
5277,3115567083,4.0
5278,390751309,100.0
5279,4048757326,458.0
5280,4100733497,228.0
5281,4149848368,482.0
5282,4023197716,158.0
5283,4156981798,582.0
5284,4136113245,18.0
5285,255029318,417.0
5286,4155835787,26.0
5287,349078663,144.0
5288,2423546462,1325.0
5289,4141274836,189.0
5290,3927996689,125.0
5291,25121749,1834.0
5292,2276656918,108.0
5293,4099959441,119.0
5294,4142631496,1287.0
5295,3154226309,143.0
5296,220714848,5.0
5297,3347761805,62.0
5298,2781095775,185.0
5299,2175006251,33.0
5300,3482090296,89.0
5301,2783672231,196.0
5302,2495672242,35.0
5303,4137053673,9.0
5304,323140769,123.0
5305,4062748216,119.0
5306,2739419296,72.0
5307,3417443613,241.0
5308,4143602835,7.0
5309,2950046494,729.0
5310,62610784,1321.0
5311,4150453696,282.0
5312,965992436,525.0
5313,215574687,4998.0
5314,2356614375,1133.0
5315,568268140,3478.0
5316,4141958188,209.0
5317,1151721032,27.0
5318,510629059,50.0
5319,3401954975,129.0
5320,4024307423,64.0
5321,331504805,54.0
5322,1586227988,123.0
5323,2515097185,46.0
5324,3064922188,4.0
5325,4082958376,100.0
5326,108756852,708.0
5327,3781358663,102.0
5328,4142133503,155.0
5329,4140870016,66.0
5330,2869596802,48.0
5331,4136270075,142.0
5332,2858290780,18.0
5333,4122799695,145.0
5334,1585505833,443.0
5335,308458539,59.0
5336,227643482,264.0
5337,4118381716,33.0
5338,4128663227,52.0
5339,3431894350,69.0
5340,4113571714,524.0
5341,4118447128,31.0
5342,4137210094,39.0
5343,355701556,38.0
5344,307844553,799.0
5345,2546717200,161.0
5346,4083741495,10.0
5347,90255219,54.0
5348,3194833811,301.0
5349,1210952408,2352.0
5350,3890336957,93.0
5351,286879173,69.0
5352,152999778,30.0
5353,1194606882,1116.0
5354,4103670617,16.0
5355,2427395284,535.0
5356,174835584,128.0
5357,2183660103,37.0
5358,4121366956,29.0
5359,3990671062,51.0
5360,4098885507,126.0
5361,3198361804,4.0
5362,4083871354,170.0
5363,3931867342,140.0
5364,2802589462,2.0
5365,2890720503,28.0
5366,3853622116,101.0
5367,3928287496,407.0
5368,3751856781,26.0
5369,620104872,799.0
5370,3143913317,514.0
5371,3033213184,34.0
5372,166555703,108.0
5373,3148234209,49.0
5374,3245146265,267.0
5375,2924577077,44.0
5376,465637809,771.0
5377,3131616497,1408.0
5378,4106293780,163.0
5379,521583445,57.0
5380,1297530512,698.0
5381,4125664288,24.0
5382,4128037577,1165.0
5383,3365803803,5.0
5384,3646885403,131.0
5385,3403229247,108.0
5386,4084960239,51.0
5387,4045929796,99.0
5388,43563899,234.0
5389,3436947022,135.0
5390,4090358602,55.0
5391,4062104469,55.0
5392,636126254,114.0
5393,4127941757,100.0
5394,4121764642,207.0
5395,3643502055,24.0
5396,467831839,16.0
5397,3979476687,267.0
5398,2169552772,1688.0
5399,2957316261,21.0
5400,3110367543,706.0
5401,2720168019,145.0
5402,1643279630,40.0
5403,3949531822,69.0
5404,2751597310,15.0
5405,2555376102,203.0
5406,4105793860,79.0
5407,3436526704,241.0
5408,3069330371,2934.0
5409,825844706,345.0
5410,4132505794,75.0
5411,4076640917,41.0
5412,4085681345,25.0
5413,3981479523,55.0
5414,740424775,33.0
5415,2898824709,91.0
5416,2365087569,346.0
5417,47061507,813.0
5418,4111974256,126.0
5419,4012057037,366.0
5420,2276108744,124.0
5421,3457639276,125.0
5422,4091953325,1.0
5423,4119332019,106.0
5424,4114152699,56.0
5425,4083516395,163.0
5426,2481123646,861.0
5427,2832740020,366.0
5428,3949284323,16.0
5429,106360827,381.0
5430,48245391,3653.0
5431,4065728535,154.0
5432,2263928694,2059.0
5433,3283451218,1265.0
5434,3292078842,24.0
5435,4128525952,427.0
5436,702339293,20.0
5437,2885847622,95.0
5438,2717253062,11.0
5439,3309045910,155.0
5440,4097142201,39.0
5441,506579433,23.0
5442,4112324823,153.0
5443,4090207949,52.0
5444,4110949529,72.0
5445,3861775529,9.0
5446,3196569868,23.0
5447,2425423078,21.0
5448,3297361783,184.0
5449,3361134549,366.0
5450,4105969001,99.0
5451,2946184467,52.0
5452,4114893742,222.0
5453,4115077348,151.0
5454,4090070746,14.0
5455,1079685775,70.0
5456,3029513703,26.0
5457,4118677042,56.0
5458,3655385963,4074.0
5459,3341490748,47.0
5460,915373698,38.0
5461,4109553683,136.0
5462,150602559,517.0
5463,3979671916,174.0
5464,844250666,1119.0
5465,4067801543,76.0
5466,4098472875,251.0
5467,3045124433,231.0
5468,4113452351,102.0
5469,3420487949,153.0
5470,3793435215,438.0
5471,4114374261,217.0
5472,183613490,444.0
5473,4092341301,77.0
5474,4095911356,50.0
5475,2580461050,294.0
5476,4091582099,298.0
5477,3298358608,99.0
5478,3345301713,111.0
5479,4061497961,24.0
5480,3411243731,402.0
5481,1504060182,169.0
5482,2464926049,32.0
5483,380489971,159.0
5484,4060961260,52.0
5485,3693382943,166.0
5486,150220442,291.0
5487,2329062174,388.0
5488,1365034184,873.0
5489,2982613180,78.0
5490,3133578616,3225.0
5491,3987216203,116.0
5492,4083378256,552.0
5493,4077015281,83.0
5494,946465226,202.0
5495,2944013997,35.0
5496,930392563,167.0
5497,4068277198,164.0
5498,2673810057,65.0
5499,120892967,63.0
5500,4094746617,218.0
5501,796281955,214.0
5502,4059884957,131.0
5503,257990018,648.0
5504,3956238052,39.0
5505,3253278489,779.0
5506,393597789,10.0
5507,4076664863,17.0
5508,948398478,15.0
5509,3413177817,202.0
5510,3384602201,166.0
5511,2941338502,2234.0
5512,3535151835,208.0
5513,2386801752,3.0
5514,2759180979,418.0
5515,4037764408,85.0
5516,25844676,49.0
5517,133100303,46.0
5518,2807772747,184.0
5519,2170715370,94.0
5520,3350908589,72.0
5521,4105584262,262.0
5522,3093331558,43.0
5523,2967056669,216.0
5524,3301905069,156.0
5525,2872418003,60.0
5526,4112872295,96.0
5527,3198759545,67.0
5528,371910255,13.0
5529,2182923286,25.0
5530,265591070,41.0
5531,50923689,43.0
5532,4085766401,114.0
5533,4095598101,339.0
5534,180324525,8.0
5535,4104817913,133.0
5536,3985503917,150.0
5537,4105006463,15.0
5538,2798109581,76.0
5539,4095215235,4.0
5540,448830218,85.0
5541,4111857718,19.0
5542,1246702452,2788.0
5543,3120321295,235.0
5544,3313009791,49.0
5545,3136012677,120.0
5546,4111303037,22.0
5547,3163632201,21.0
5548,249658515,265.0
5549,2482778331,35.0
5550,34045644,420.0
5551,2502239189,87.0
5552,1111501730,4617.0
5553,2746638338,60.0
5554,919002300,245.0
5555,3226001361,593.0
5556,2893603858,517.0
5557,81632803,72.0
5558,4104992133,802.0
5559,630174102,454.0
5560,3989078381,40.0
5561,2760178349,142.0
5562,2995026110,4113.0
5563,2975159753,4.0
5564,1278526604,3.0
5565,819391112,9.0
5566,4069693745,277.0
5567,4106887216,22.0
5568,2903897049,718.0
5569,4100296168,10.0
5570,4088809725,81.0
5571,55289414,1717.0
5572,384001563,388.0
5573,870584258,23.0
5574,3126993853,1913.0
5575,2242163145,70.0
5576,835639956,48.0
5577,549432439,206.0
5578,12631212,3792.0
5579,4105671898,55.0
5580,2341965641,44.0
5581,2374156969,90.0
5582,943311361,36.0
5583,2971220842,151.0
5584,2658969590,4278.0
5585,3292711457,171.0
5586,2388400813,4002.0
5587,185618126,283.0
5588,2928742427,471.0
5589,3981235408,34.0
5590,164403102,1368.0
5591,3296763269,128.0
5592,3086001626,25.0
5593,2657575533,29.0
5594,3145373866,104.0
5595,4097979009,164.0
5596,14637425,747.0
5597,4091896997,47.0
5598,4095102087,31.0
5599,3580706597,141.0
5600,790248570,22.0
5601,3026753092,106.0
5602,3524089396,196.0
5603,36314047,338.0
5604,3345686627,129.0
5605,4103985267,19.0
5606,3201866128,51.0
5607,1346313872,2079.0
5608,4092842830,252.0
5609,3259476939,29.0
5610,1657598334,260.0
5611,3767470275,24.0
5612,1017926732,7.0
5613,4068362493,15.0
5614,901401440,501.0
5615,4099522839,54.0
5616,3049862467,4577.0
5617,3380886166,319.0
5618,629920318,1149.0
5619,3105097054,528.0
5620,4075249115,147.0
5621,3688674262,152.0
5622,3981469697,122.0
5623,2302299208,1827.0
5624,4031690243,141.0
5625,2507076376,473.0
5626,99016719,519.0
5627,4078072701,101.0
5628,4068495147,1187.0
5629,222371511,199.0
5630,3252724479,1545.0
5631,3785069057,82.0
5632,4090828222,216.0
5633,3507649577,21.0
5634,1879933128,354.0
5635,4091194935,42.0
5636,4054489547,167.0
5637,1311508406,1609.0
5638,2954965475,37.0
5639,4084946669,168.0
5640,2856576321,2934.0
5641,4097700034,26.0
5642,4018115553,120.0
5643,2819795662,402.0
5644,376120456,574.0
5645,45643704,627.0
5646,1160678438,26.0
5647,375515364,677.0
5648,3437434102,293.0
5649,3598378096,730.0
5650,4003254023,115.0
5651,3796005568,120.0
5652,3398943749,6.0
5653,3297908621,52.0
5654,3220483612,108.0
5655,422961490,181.0
5656,544520593,46.0
5657,3972276159,70.0
5658,2444818667,320.0
5659,3905406930,31.0
5660,4097610916,325.0
5661,384163146,30.0
5662,3039401661,687.0
5663,4075838127,18.0
5664,1101074330,2718.0
5665,4085032216,10.0
5666,4081496002,216.0
5667,4083331347,54.0
5668,4042226039,22.0
5669,24508134,106.0
5670,3900247575,1101.0
5671,3393252844,5.0
5672,4036855924,1825.0
5673,4078150875,91.0
5674,605402700,108.0
5675,3239359799,233.0
5676,4075736525,104.0
5677,113684038,1443.0
5678,106840939,330.0
5679,58184490,250.0
5680,343368498,2.0
5681,4027016613,816.0
5682,2196132544,55.0
5683,2992964247,55.0
5684,2325729030,1073.0
5685,3932510902,62.0
5686,3091017810,343.0
5687,3099399089,155.0
5688,164707497,1266.0
5689,3031073203,1389.0
5690,3370860640,7.0
5691,274385851,271.0
5692,2809868738,139.0
5693,2203756689,20.0
5694,4077226042,709.0
5695,1356843170,110.0
5696,4083878062,23.0
5697,2366886820,26.0
5698,456606686,112.0
5699,342264061,534.0
5700,2732356936,117.0
5701,4069174217,83.0
5702,4036683569,336.0
5703,3318999674,46.0
5704,1024069610,398.0
5705,1860801276,519.0
5706,3319253629,74.0
5707,4060765816,130.0
5708,3381376809,71.0
5709,4069643428,148.0
5710,1582353180,673.0
5711,3947763977,114.0
5712,2170380397,254.0
5713,4000971113,157.0
5714,3865469127,52.0
5715,4069955908,181.0
5716,3707204969,736.0
5717,4073211839,49.0
5718,2978105801,54.0
5719,82155455,154.0
5720,4068264785,73.0
5721,3663805936,89.0
5722,3947731714,167.0
5723,4054964127,218.0
5724,4064375284,133.0
5725,3851034569,275.0
5726,71954005,2051.0
5727,4036708564,25.0
5728,2748939244,480.0
5729,3518117835,16.0
5730,4048684486,40.0
5731,3996334006,137.0
5732,1441827541,60.0
5733,3027025330,74.0
5734,1388800940,4761.0
5735,288762740,322.0
5736,400660604,391.0
5737,262120178,102.0
5738,4064462901,152.0
5739,3893483242,202.0
5740,4060302075,463.0
5741,2941465126,62.0
5742,1128292339,254.0
5743,3089675268,141.0
5744,1357222250,220.0
5745,2262160829,34.0
5746,1597555398,139.0
5747,442253500,423.0
5748,4056687255,21.0
5749,2154713325,73.0
5750,3317361118,212.0
5751,4056284667,213.0
5752,1655246490,1201.0
5753,770187865,127.0
5754,1481610386,332.0
5755,2230056660,241.0
5756,2955389158,1358.0
5757,4062565023,61.0
5758,458169851,2151.0
5759,4065460395,195.0
5760,4061947593,10.0
5761,4052229196,85.0
5762,4069259818,27.0
5763,2955435111,217.0
5764,4003968195,50.0
5765,578359565,3852.0
5766,4038413361,77.0
5767,3584680336,155.0
5768,3142872243,234.0
5769,2934290967,104.0
5770,2970348875,982.0
5771,3246519401,32.0
5772,3761154675,559.0
5773,3392839912,81.0
5774,2639608061,69.0
5775,2338718549,34.0
5776,798863636,84.0
5777,4062070696,516.0
5778,1541842429,1745.0
5779,374160571,196.0
5780,3315026709,174.0
5781,4060760512,423.0
5782,24552570,1265.0
5783,3511533737,21.0
5784,3363790323,340.0
